Artist,SName
Elton John,Gone To Shiloh
Elton John,Good Morning Freedom
Elton John,Good Morning To The Night (with PNAU)
Elton John,Goodbye
Elton John,Goodbye Marlon Brando
Elton John,Grandma's Song
Elton John,Grey Seal
Elton John,Grimsby
Elton John,Grow Some Funk Of Your Own
Elton John,Guess That's Why They Call It The Blues
Elton John,Guilty Pleasure
Elton John,Gulliver
Elton John,Gypsy Heart
Elton John,Hard Luck Story
Elton John,Harmony
Elton John,Have Mercy On The Criminal
Elton John,Hay-Chewed
Elton John,Healing Hands
Elton John,Heart In The Right Place
Elton John,Heartache All Over The World
Elton John,Hearts Have Turned To Stone
Elton John,Heavy Traffic
Elton John,Heels Of The Wind
Elton John,"Hello, Hello (feat. Lady Gaga)"
Elton John,Hercules
Elton John,Here's To The Next Time
Elton John,Hey Ahab
Elton John,Hey Armadillo
Elton John,Hey Papa Legba
Elton John,High Flying Bird
Elton John,Highlander
Elton John,Ho! Ho! Ho! (Who'd Be A Turkey At Christmas)
Elton John,Hognuts Blues
Elton John,Holiday Inn
Elton John,Home Again
Elton John,Honey Man
Elton John,Honey Roll
Elton John,Honky Cat
Elton John,Hoop Of Fire
Elton John,Hour Glass
Elton John,House
Elton John,House Of Cards
Elton John,How I Know You
Elton John,Hymn 2000
Elton John,I Am Your Robot
Elton John,I Can't Go On Living Without You
Elton John,I Can't Keep This From You
Elton John,I Can't Steer My Heart Clear Of You
Elton John,I Can't Tell The Bottom From The Top
Elton John,I Cry At Night
Elton John,I Don't Care
Elton John,I Don't Have a Day
Elton John,I Don't Wanna Go On With You Like That
Elton John,I Fall Apart
Elton John,I Feel Like A Bullet (In The Gun Of Robert Ford)
Elton John,I Get A Little Bit Lonely
Elton John,I Just Can't Wait To Be King
Elton John,I Know The Truth
Elton John,I Know Why I'm In Love
Elton John,I Love You And That's All That Matters
Elton John,I Meant To do My Work Today (A Day in the Country)
Elton John,I Must Have Lost It On The Wind
Elton John,I Need You To Turn To
Elton John,I Never Knew Her Name
Elton John,I Saw Her Standing There
Elton John,I Should Have Sent Roses
Elton John,I Stop And I Breathe
Elton John,I Swear I Heard The Night Talking
Elton John,I Think I'm Going To Kill Myself
Elton John,I Want Love
Elton John,I Want More
Elton John,I'll Never Have That Chance
Elton John,I'm Going Home
Elton John,I'm Going To Be A Teenage Idol
Elton John,I'm Not Gonna Miss You (With Glen Campbell)
Elton John,I'm Your Man
Elton John,I'm Your Puppet
Elton John,I've Been Loving You
Elton John,I've Got 2 Wings
Elton John,I've Seen That Movie Too
Elton John,I've Seen The Saucers
Elton John,Idol
Elton John,If I Were A Carpenter
Elton John,If It Wasn't For Bad
Elton John,If The River Can Bend
Elton John,If There's A God In Heaven (What's He Waiting For?)
Elton John,If You Could See Me Now
Elton John,If You Were Me
Elton John,In Neon
Elton John,In The Hands Of Angels
Elton John,In The Morning
Elton John,In The Name Of You
Elton John,In The Summertime
Elton John,Indian Maiden
Elton John,Indian Sunset
Elton John,Into The Jungle
Elton John,Into The Old Man's Shoes
Elton John,Is It You
Elton John,Island Girl
Elton John,It Ain't Gonna Be Easy
Elton John,It's a Sin (With Years & Years)
Elton John,It's All In The Game
Elton John,It's Getting Dark In Here
Elton John,It's Me That You Need
Elton John,It's Tough To Be A God
Elton John,Jack Rabbit
Elton John,Jamaica Jerk Off
Elton John,January
Elton John,Japanese Hands
Elton John,Jimmie Rodgers' Dream
Elton John,Johnny B. Goode
Elton John,Just like Belgium
Elton John,Just Like Noah's Ark
Elton John,Just Like Strange Rain
Elton John,Karmatron (With Pnau)
Elton John,Lady D'Arbanville
Elton John,Lady Samantha
Elton John,Lady What's Tomorrow
Elton John,Last Night
Elton John,Last To Arrive
Elton John,Latitude
Elton John,Learn to Fly (With Surfaces)
Elton John,Leather Jackets
Elton John,Legal Boys
Elton John,Les Aveux
Elton John,Let Me Be Your Car
Elton John,Levon
Elton John,Li'l 'Frigerator
Elton John,Lies
Elton John,Like Father Like Son
Elton John,Little Island
Elton John,Little Jeannie
Elton John,Live Like Horses
Elton John,Lonely Boy
Elton John,Lonely Man
Elton John,Long Way From Happiness
Elton John,Look Ma No Hands
Elton John,Looking Up
Elton John,Lord Of The Flies
Elton John,Love Adventure
Elton John,Love Her Like Me
Elton John,Love Is A Cannibal
Elton John,Love Is Here To Stay
Elton John,Love Is Worth Waiting For
Elton John,Love Letters
Elton John,Love Lies Bleeding
Elton John,Love Of The Common People
Elton John,Love So Cold
Elton John,Love Song
Elton John,Love's Got A Lot To Answer For
Elton John,Lovesick
Elton John,Loving You Is Sweeter Than Ever
Elton John,Lucy In The Sky With Diamonds
Elton John,Made For Me
Elton John,Made In England
Elton John,Madman Across The Water
Elton John,Madness
Elton John,Mama Can't Buy You Love
Elton John,Man
Elton John,Mandalay Again
Elton John,Mansfield
Elton John,Marching In Milan
Elton John,Medicine Man
Elton John,Medley: Yell Help/wednesday Night/ugly
Elton John,Mellow
Elton John,Mellow Yellow
Elton John,Memory Of Love
Elton John,Merry Christmas (With Ed Sheeran)
Elton John,Mexican Vacation (Kids in the Candlelight)
Elton John,Michelle's Song
Elton John,Midnight Creeper
Elton John,Mona Lisas And Mad Hatters
Elton John,Mona Lisas And Mad Hatters Part Two
Elton John,Monkey Suit
Elton John,Mr. Frantic
Elton John,My Baby Loves Lovin'
Elton John,My Elusive Drug
Elton John,My Father's Gun
Elton John,My Heart Dances
Elton John,My Kind Of Hell
Elton John,My Quicksand
Elton John,My Strongest Suit
Elton John,My Valentine
Elton John,Natural Sinner
Elton John,Neanderthal Man
Elton John,Never Gonna Fall In Love Again
Elton John,Never Too Late
Elton John,Never Too Old (to Hold Somebody)
Elton John,Nice And Slow
Elton John,No Shoestrings On Louise
Elton John,No Valentines
Elton John,Nobody Wins
Elton John,Not Me
Elton John,"Nothing Else Matters (Miley Cyrus feat. Watt, Elton John, Yo-Yo Ma, Robert Trujillo and Chad Smith)"
Elton John,Oceans Away
Elton John,Old '67
Elton John,Old Friend
Elton John,On Dark Street
Elton John,One Day At A Time
Elton John,One Horse Town
Elton John,One More Arrow
Elton John,One of Me (Lil Nas X featuring Elton John)
Elton John,Orbit (With SG Lewis)
Elton John,Original Sin
Elton John,Oscar Wilde Gets Out
Elton John,Pain
Elton John,Paris
Elton John,Part Time Love
Elton John,Passengers
Elton John,Peter's Song
Elton John,Philadelphia Freedom
Elton John,Phoenix (With Pnau)
Elton John,Pinball Wizard
Elton John,Pinky
Elton John,Planes
Elton John,Please
Elton John,Poor Cow
Elton John,Porch Swing In Tupelo
Elton John,Postcards From Richard Nixon
Elton John,Princess
Elton John,Queen
Elton John,Queen Of Cities
Elton John,Quick Joey Small
Elton John,Razor Face
Elton John,Recover Your Soul
Elton John,Red
Elton John,Regimental Sergeant Zippo
Elton John,Religion
Elton John,Reminds Me Of You
Elton John,Restless
Elton John,Return To Paradise
Elton John,Reverie
Elton John,Rock And Roll Madonna
Elton John,Rock Me When He's Gone
Elton John,Rollercoaster
Elton John,Rolling Western Union
Elton John,Rope Around A Fool
Elton John,Rotten Peaches
Elton John,Roy Rogers
Elton John,Runaway Train
Elton John,Sad (With Pnau)
Elton John,Sail Me Away
Elton John,Sails
Elton John,Saint
Elton John,Salvation
Elton John,Sara's Coming Back
Elton John,Sartorial Eloquence
Elton John,Satellite
Elton John,Saturday Night's Alright For Fighting
Elton John,Saturday Sun
Elton John,Scarecrow
Elton John,Screw You
Elton John,Season Of The Rain
Elton John,Seasons
Elton John,Shakey Ground
Elton John,She Sold Me Magic
Elton John,Shine
Elton John,Shine On Through
Elton John,Shoot Down The Moon
Elton John,Shooting Star
Elton John,Shoulder Holster
Elton John,Sick City
Elton John,Signed Sealed Delivered
Elton John,Simple Life
Elton John,Simple Things (With Brandi Carlile)
Elton John,Since God Invented Girls
Elton John,Sing Me No Sad Songs
Elton John,Sitting Doing Nothing
Elton John,Sixteenth Century Man
Elton John,Sixty Years On
Elton John,Slave
Elton John,Sleeping With The Past
Elton John,Slow Down Georgie (She's Poison)
Elton John,Slow Rivers
Elton John,Smokestack Children
Elton John,Snookeroo
Elton John,Snow Queen
Elton John,So Sad The Renegade
Elton John,Social Disease
Elton John,Solar Prestige A Gammon
Elton John,Some Other World
Elton John,Someday Out Of The Blue
Elton John,Someone Saved My Life Tonight
Elton John,Someone To Watch Over Me
Elton John,Someone's Final Song
Elton John,Something About The Way You Look Tonight
Elton John,Son Of Your Father
Elton John,Song For Guy
Elton John,Song For You
Elton John,Sorry Seems To Be The Hardest Word
Elton John,Soul Glove
Elton John,Spirit In The Sky
Elton John,Spiteful Child
Elton John,Spotlight
Elton John,Stand By Your Man
Elton John,Steal Away Child
Elton John,Step Into Christmas
Elton John,Stinker
Elton John,Stolen Car (With Stevie Nicks)
Elton John,Stones Throw From Hurtin'
Elton John,Stormbringer
Elton John,Strangers
Elton John,Street Boogie
Elton John,Street Kids
Elton John,Sugar On The Floor
Elton John,Suit Of Wolves
Elton John,Suzie (Dramas)
Elton John,Sweat It Out
Elton John,Sweet Honesty
Elton John,Sweet Painted Lady
Elton John,Sweetheart On Parade
Elton John,Tactics
Elton John,Take Me Back
Elton John,Take Me Down To The Ocean
Elton John,Take Me To The Pilot
Elton John,Take This Dirty Water
Elton John,Taking The Sun From My Eyes
Elton John,Talking Old Soldiers
Elton John,Tambourine
Elton John,Tartan Coloured Lady
Elton John,Teacher I Need You
Elton John,Teardrops
Elton John,Telegraph To The Afterlife (With Pnau)
Elton John,Tell Me What The Papers Say
Elton John,Tell Me When The Whistle Blows
Elton John,Texan Love Song
Elton John,Thank You For All Your Loving
Elton John,That's What Friends Are For
Elton John,The Ballad Of Blind Tom
Elton John,The Ballad of Danny Bailey (1909-34)
Elton John,The Best Part Of The Day
Elton John,The Big Picture
Elton John,The Bitch Is Back
Elton John,The Bridge
Elton John,The Cage
Elton John,The Camera Never Lies
Elton John,The Captain And The Kid
Elton John,The Diving Board
Elton John,The Emperor's New Clothes
Elton John,The End Will Come
Elton John,The Flowers Will Never Die
Elton John,The Fox
Elton John,The Goaldigger Song
Elton John,The Gods Love Nubia
Elton John,The Greatest Discovery
Elton John,The Heart Of Every Girl
Elton John,The King Must Die
Elton John,The Last Good Man In My Life
Elton John,The Last Song
Elton John,The Letter
Elton John,The Man Who Never Died
Elton John,The Measure Of A Man
Elton John,The Messenger
Elton John,The Muse
Elton John,The New Fever Waltz
Elton John,The North
Elton John,The North Star
Elton John,The Open Chord
Elton John,The Pacifier
Elton John,The Panic In Me
Elton John,The Perfect Love
Elton John,The Pink Phantom (Gorillaz feat. Elton John and 6lack)
Elton John,The Power
Elton John,The Retreat
Elton John,The Scaffold
Elton John,The Stars Look Down
Elton John,The Tide Will Turn For Rebecca
Elton John,The Trail We Blaze
Elton John,The Wasteland
Elton John,The Weight Of The World
Elton John,The Wide-Eyed And Laughing
Elton John,There Is Still A Little Love
Elton John,There's no Tomorrow
Elton John,There's Still Time For Me
Elton John,They Call Her The Cat
Elton John,Things Only Get Better With Love
Elton John,This Song Has No Title
Elton John,This Town
Elton John,This Train Don't Stop There Anymore
Elton John,Three Way Love Affair
Elton John,Through The Storm
Elton John,Thunder In The Night
Elton John,Ticking
Elton John,Time Has Told Me
Elton John,Timothy
Elton John,Tinderbox
Elton John,Tonight
Elton John,Too Low For Zero
Elton John,Too Many Tears
Elton John,Too Young
Elton John,Tortured
Elton John,Tower Of Babel
Elton John,Town Of Plenty
Elton John,Travellin' Band
Elton John,Trio
Elton John,True Love
Elton John,Trust Me
Elton John,Turn The Lights Out When You Leave
Elton John,Turn To Me
Elton John,Two Of a Kind
Elton John,Two Rooms At The End Of The World
Elton John,Understanding Women
Elton John,United We Stand
Elton John,Up Around The Bend
Elton John,Val-hala
Elton John,Velvet Fountain
Elton John,Victim Of Love
Elton John,Voyeur
Elton John,Wake Up Wendy
Elton John,Warm Love In A Cold World
Elton John,Watching The Planes Go By
Elton John,Way To Blue
Elton John,We All Fall In Love Sometimes
Elton John,Western Ford Gateway
Elton John,Whatever Gets You Through The Night
Elton John,When A Woman Doesn't Want You
Elton John,When I Think About Love (I Think About You)
Elton John,When I Was Tealby Abbey
Elton John,When Love Is Dying
Elton John,When The First Tear Shows
Elton John,Whenever You're Ready (We'll Go Steady Again)
Elton John,Where Have All The Good Times Gone
Elton John,Where It's At
Elton John,Where To Now St. Peter?
Elton John,Where's The Shoorah?
Elton John,Whipping Boy
Elton John,Whispers
Elton John,White Lady White Powder
Elton John,White Man Danger
Elton John,Whitewash County
Elton John,Who Wears These Shoes
Elton John,Wicked Dreams
Elton John,Wild Love
Elton John,Without Question
Elton John,Wonderful Crazy Night
Elton John,Woolly Bully
Elton John,Wouldn't Have You Any Other Way (nyc)
Elton John,Wrap Her Up
Elton John,Writing
Elton John,Written In The Stars (feat. Leann Rimes)
Elton John,You Can Make History (Young Again)
Elton John,You Gotta Love Someone
Elton John,You'll Be Sorry To See Me Go
Elton John,You're So Static
Elton John,Young Gifted And Black
Elton John,Your Sister Can't Twist (But She Can Rock 'n' Roll)
Elton John,Your Starter For...
Elton John,Zorba The Greek
Avril Lavigne,Love Sux
Avril Lavigne,Love It When You Hate Me (Feat. blackbear)
Avril Lavigne,Avalanche
Avril Lavigne,Déjà Vu
Avril Lavigne,Bois Lie (Ft. Machine Gun Kelly)
Avril Lavigne,Cannonball
Avril Lavigne,Dare To Love Me
Avril Lavigne,All I Wanted (Ft. Mark Hoppus)
Avril Lavigne,F.U.
Avril Lavigne,Kiss Me Like The World Is Ending
Avril Lavigne,Complicated
Avril Lavigne,Break Of a Heartache
Avril Lavigne,Bite Me
Avril Lavigne,I'm With You
Avril Lavigne,Girlfriend
Avril Lavigne,Wish You Were Here
Avril Lavigne,Sk8er Boi
Avril Lavigne,When You're Gone
Avril Lavigne,My Happy Ending
Avril Lavigne,Don't Tell Me
Avril Lavigne,Nobody's Home
Avril Lavigne,Let Me Go (Feat. Chad Kroeger)
Avril Lavigne,Innocence
Avril Lavigne,Things I'll Never Say
Avril Lavigne,Losing Grip
Avril Lavigne,17
Avril Lavigne,23 April 2003 Kathy's Song
Avril Lavigne,4 Real
Avril Lavigne,Adia
Avril Lavigne,Alice
Avril Lavigne,Alice (Extended Version)
Avril Lavigne,All Because Of You
Avril Lavigne,All The Small Things (cover)
Avril Lavigne,All You Will Never Know
Avril Lavigne,Alone
Avril Lavigne,American Idiot
Avril Lavigne,Anything But Ordinary
Avril Lavigne,Baby It's Cold Outside (With Jonny Blu)
Avril Lavigne,Bad Girl (Feat. Marilyn Manson)
Avril Lavigne,Bad Reputation
Avril Lavigne,Basket Case
Avril Lavigne,Best Years Of Our Lives
Avril Lavigne,Bigger Wow
Avril Lavigne,Birdie
Avril Lavigne,Bitchin' Summer
Avril Lavigne,Black Friend (paródia feita para o Mad TV)
Avril Lavigne,Black Star
Avril Lavigne,Break It So Good (Feat Lauren Christy) (Unreleased)
Avril Lavigne,Breakaway
Avril Lavigne,Bright
Avril Lavigne,Chop Suey!
Avril Lavigne,Contagious
Avril Lavigne,Crush
Avril Lavigne,Darlin'
Avril Lavigne,Daydream
Avril Lavigne,Don't Stop (Unreleased)
Avril Lavigne,Dumb Blonde (Ft. Nicki Minaj)
Avril Lavigne,Everybody Hurts
Avril Lavigne,Everything Back But You
Avril Lavigne,Fall To Pieces
Avril Lavigne,Falling Down
Avril Lavigne,Falling Fast
Avril Lavigne,Falling Into History
Avril Lavigne,Fix You (cover)
Avril Lavigne,Fly
Avril Lavigne,Forgotten
Avril Lavigne,Freak Out
Avril Lavigne,Fuel
Avril Lavigne,Get Over It
Avril Lavigne,Girlfriend (Remix) (feat. Lil Mama)
Avril Lavigne,Give You What You Like
Avril Lavigne,Goddess
Avril Lavigne,Goodbye
Avril Lavigne,He Wasn't
Avril Lavigne,He Wasn't (tablatura)
Avril Lavigne,Head Above Water
Avril Lavigne,Head Above Water (Ft. Travis Clark)
Avril Lavigne,Headset
Avril Lavigne,Hello Heartache
Avril Lavigne,Hello Kitty
Avril Lavigne,Here's To Never Growing Up
Avril Lavigne,Hey Mickey
Avril Lavigne,Hot
Avril Lavigne,Hot (Japanese)
Avril Lavigne,How Does It Feel?
Avril Lavigne,How You Remind Me
Avril Lavigne,Hush Hush
Avril Lavigne,I Always Get What I Want
Avril Lavigne,I Always Get What I Want (tablatura)
Avril Lavigne,I Can do Better
Avril Lavigne,I Don't Give a Damn
Avril Lavigne,I Don't Have To Try
Avril Lavigne,I Fell In Love With The Devil
Avril Lavigne,I Love You
Avril Lavigne,I Will Be
Avril Lavigne,Imagine
Avril Lavigne,In Too Deep (feat. Deryck Whibley)
Avril Lavigne,In Touch
Avril Lavigne,Iris (Ft. John Rzeznik)
Avril Lavigne,Ironic (cover)
Avril Lavigne,It Was In Me
Avril Lavigne,Keep Holding On
Avril Lavigne,Kiss Me
Avril Lavigne,Knockin' On Heaven's Door
Avril Lavigne,Let Go (b-side)
Avril Lavigne,Listen
Avril Lavigne,Love Is a Battlefield (live with Pat Benatar)
Avril Lavigne,Love Me Insane
Avril Lavigne,Love Revolution
Avril Lavigne,Lucky Ones (Unreleased)
Avril Lavigne,Make-up
Avril Lavigne,Mobile
Avril Lavigne,Move Your Little Self On
Avril Lavigne,My Little Something
Avril Lavigne,My World
Avril Lavigne,Naked
Avril Lavigne,No One Needs To Know
Avril Lavigne,Nobody's Fool
Avril Lavigne,Nobody's Home (tablatura)
Avril Lavigne,Not Enough
Avril Lavigne,Not The Only One (b-side)
Avril Lavigne,O Holy Night (feat. Chantal Kreviazuk)
Avril Lavigne,Once And For Real
Avril Lavigne,One Of Those Girls
Avril Lavigne,Push
Avril Lavigne,Remember When
Avril Lavigne,Rock N Roll
Avril Lavigne,Runaway
Avril Lavigne,Sippin' On Sunshine
Avril Lavigne,Slipped Away
Avril Lavigne,Smile
Avril Lavigne,Song 2
Avril Lavigne,Souvenir
Avril Lavigne,Spongebob Squarepants Theme
Avril Lavigne,Stay - Be The One
Avril Lavigne,Stop Standing There
Avril Lavigne,Take It
Avril Lavigne,Take Me Away
Avril Lavigne,Take Me Away (b-side)
Avril Lavigne,Tell Me It's Over
Avril Lavigne,Temple Of Life
Avril Lavigne,That Kinda Guy
Avril Lavigne,The Best Damn Thing
Avril Lavigne,The Other Guy
Avril Lavigne,The Scientist
Avril Lavigne,Think About It
Avril Lavigne,Tik Tok (cover)
Avril Lavigne,Together
Avril Lavigne,Tomorrow
Avril Lavigne,Tomorrow You Didn't
Avril Lavigne,Too Much To Ask
Avril Lavigne,Touch The Sky (Stephen Medd feat. Avril)
Avril Lavigne,"Trophy Boy (With Ashley Tisdale, G.E.M.)"
Avril Lavigne,Two Rivers
Avril Lavigne,Unwanted
Avril Lavigne,Warrior
Avril Lavigne,We Are Warriors
Avril Lavigne,What The Hell
Avril Lavigne,Who Knows
Avril Lavigne,Why
Avril Lavigne,Wings Clipped
Avril Lavigne,Won't Let You Go
Avril Lavigne,You Ain't Seen Nothin' Yet
Avril Lavigne,You Never Satisfy Me
Avril Lavigne,You Were Mine
Avril Lavigne,Young Pretender
Christina Perri,A Thousand Years
Christina Perri,You Are My Sunshine
Christina Perri,A Thousand Years (Part 2) (Feat. Steve Kaze)
Christina Perri,Jar Of Hearts
Christina Perri,Human
Christina Perri,Arms
Christina Perri,I Believe
Christina Perri,Dream a Little Dream Of Me
Christina Perri,Distance
Christina Perri,You Mean The Whole Wide World To Me
Christina Perri,Crazy
Christina Perri,Bluebird
Christina Perri,Be My Forever (Feat. Ed Sheeran)
Christina Perri,Remember me
Christina Perri,Black and Blue
Christina Perri,The Blowers Daughter
Christina Perri,Daydream
Christina Perri,La la lu (For elvis)
Christina Perri,Somewhere over the rainbow
Christina Perri,Human (EDX Festival Radio Mix)
Christina Perri,The rainbow connection
Christina Perri,A Dream Is a Wish You Heart Makes
Christina Perri,Miles
Christina Perri,Bang Bang Bang
Christina Perri,A Thousand Years (Lullaby)
Christina Perri,All is found
Christina Perri,All That Matters
Christina Perri,Backwards
Christina Perri,Broken Rules
Christina Perri,Burning Gold
Christina Perri,Burning Gold (Addal Remix)
Christina Perri,Burning Gold (Bit Funk Remix)
Christina Perri,Butterfly
Christina Perri,Distance (Feat. Jason Mraz)
Christina Perri,Edelweiss
Christina Perri,Give Me Love
Christina Perri,Hand In My Pocket
